,U_in,I_in,P_in,U_out,I_out,P_out,n
341,32.48633,0.02592249,0.8421264,11.51418,0.03992964,0.459757,0.5459478
342,32.75571,0.02532404,0.8295071,12.02715,0.03475415,0.4179935,0.5039058
343,32.97738,0.03266135,1.077086,8.081186,0.09825956,0.7940538,0.7372244
344,32.97681,0.0334064,1.101637,8.495282,0.09667788,0.8213059,0.7455325
345,32.97618,0.03394061,1.119232,9.00087,0.09237019,0.831412,0.7428416
346,32.97748,0.0332666,1.097049,9.498957,0.08588539,0.8158216,0.7436513
347,32.97855,0.03179152,1.048438,10.00764,0.07625646,0.7631469,0.7278891
348,32.97905,0.0299786,0.988666,10.52784,0.06364584,0.6700529,0.6777344
349,32.9812,0.02817757,0.9293301,11.02719,0.0527012,0.5811464,0.625339
350,32.98162,0.02662461,0.8781228,11.51384,0.04319308,0.4973182,0.5663425
351,33.25126,0.02586229,0.8599537,12.02742,0.03742734,0.4501544,0.5234635
352,33.47365,0.03267966,1.093908,8.241976,0.0994284,0.8194864,0.7491368
353,33.47324,0.03360764,1.124957,8.501456,0.09883623,0.8402519,0.7469194
354,33.47303,0.03428619,1.147663,8.988352,0.09507022,0.8545246,0.744578
355,33.47341,0.03398193,1.137491,9.50574,0.08917201,0.847646,0.7451891
356,33.47469,0.03269556,1.094474,9.995458,0.08016974,0.8013333,0.732163
357,33.47568,0.0309849,1.03724,10.49996,0.0694121,0.7288243,0.702657
358,33.47709,0.02907911,0.973484,11.02295,0.05690149,0.6272223,0.6443067
359,33.47844,0.02734885,0.915597,11.52624,0.04653263,0.5363461,0.5857885
360,33.756,0.02643642,0.8923876,12.03837,0.04010426,0.4827898,0.5410091
361,33.97113,0.0327017,1.110914,8.36616,0.1003854,0.8398404,0.7559907
362,33.97045,0.0337875,1.147776,8.505608,0.1010418,0.8594218,0.7487712
363,33.96965,0.03456677,1.174221,8.992035,0.09761299,0.8777394,0.7475077
364,33.9702,0.03463441,1.176538,9.510037,0.0922174,0.8769909,0.7453997
365,33.97075,0.03352905,1.139007,9.999217,0.08411971,0.8411312,0.7384778
366,33.97267,0.03187509,1.082882,10.50314,0.0734067,0.7710006,0.7119896
367,33.97393,0.02996675,1.018088,11.02677,0.06090817,0.6716202,0.6596877
368,33.97491,0.02815598,0.9565967,11.52937,0.05021363,0.5789314,0.605199
369,34.24168,0.02713051,0.9289942,12.02161,0.04345605,0.5224115,0.562341
370,34.48511,0.03287055,1.133544,8.377277,0.102494,0.8586206,0.7574654
371,34.48479,0.03395524,1.17094,8.506607,0.1031884,0.8777835,0.7496403
372,34.48391,0.0348093,1.200361,8.992509,0.1000156,0.8993914,0.7492676
373,34.48328,0.03520934,1.214133,9.508739,0.09537379,0.9068845,0.7469397
374,34.48396,0.034356,1.184731,10.00313,0.08795968,0.8798723,0.742677
375,34.48515,0.03279181,1.130831,10.50702,0.07758731,0.8152112,0.7208959
376,34.48635,0.03088355,1.065061,11.03436,0.06505013,0.7177862,0.6739389
377,34.48773,0.02901226,1.000567,11.53839,0.05407614,0.6239517,0.6235982
378,34.75281,0.02785051,0.9678836,12.03063,0.04676376,0.5625975,0.5812657
379,34.96815,0.05113994,1.788269,8.036659,0.1872275,1.504684,0.841419
380,34.96677,0.05310329,1.856851,8.503439,0.184347,1.567584,0.8442163
381,34.96562,0.05494202,1.921082,9.010033,0.1805667,1.626912,0.846873
382,34.96569,0.05560555,1.944286,9.527185,0.1738936,1.656717,0.8520951
383,34.96545,0.05554307,1.942089,10.0176,0.165018,1.653085,0.8511891
384,34.96554,0.05521943,1.930777,10.5199,0.1546977,1.627404,0.8428751
385,34.96547,0.05483502,1.917332,11.00385,0.1445488,1.590593,0.8295867
386,34.96588,0.05460457,1.909297,11.51558,0.1346635,1.550727,0.8121982
387,30.45041,0.05153889,1.56938,12.00667,0.1019932,1.224599,0.7803074
388,24.92537,0.04111947,1.024918,8.084204,0.102157,0.8258582,0.8057796
389,24.92589,0.04114429,1.025558,8.50386,0.0961195,0.8173867,0.7970166
390,24.92546,0.0415538,1.035748,8.990176,0.08920524,0.8019708,0.7742917
391,24.92461,0.0424336,1.057641,9.507403,0.08374656,0.7962123,0.7528189
392,24.92375,0.04347268,1.083502,9.996677,0.07938994,0.7936357,0.7324725
393,24.92299,0.04462989,1.11231,10.5023,0.07507487,0.7884585,0.7088477
394,24.92249,0.04587066,1.143211,11.03395,0.07035504,0.7762936,0.6790465
395,24.92135,0.04704045,1.172311,11.54226,0.06741219,0.7780889,0.663722
396,25.21975,0.04843366,1.221485,12.05819,0.06654684,0.8024341,0.6569333
397,25.46684,0.04230794,1.077449,8.380664,0.1055569,0.8846373,0.8210477
398,25.46674,0.04184951,1.065771,8.503482,0.1009037,0.858033,0.8050824
399,25.46724,0.04209641,1.072079,8.989667,0.09345308,0.840112,0.7836286
400,25.46597,0.04283572,1.090853,9.506866,0.08738699,0.8307763,0.7615841
401,25.46533,0.04382052,1.115904,9.99596,0.08274269,0.8270926,0.7411862
402,25.46442,0.04495468,1.144745,10.50093,0.07811905,0.8203228,0.7165989
403,25.46345,0.04624122,1.177461,11.05502,0.07321253,0.8093659,0.6873823
404,25.46306,0.04737875,1.206408,11.54275,0.07032362,0.8117281,0.6728472
405,25.73381,0.04875052,1.254537,12.05929,0.06919272,0.8344153,0.6651182
406,25.9627,0.0430435,1.117525,8.41188,0.1099911,0.9252322,0.8279296
407,25.96334,0.0425341,1.104327,8.496725,0.1056943,0.8980557,0.8132151
408,25.96295,0.04264461,1.10718,9.002416,0.09739181,0.8767616,0.7918873
409,25.96251,0.04323223,1.122417,9.500828,0.09097934,0.864379,0.7701048
410,25.96196,0.04418576,1.147149,10.00949,0.08581124,0.8589266,0.7487491
411,25.9615,0.04524973,1.174751,10.49514,0.08117726,0.8519671,0.7252319
412,25.96082,0.04642155,1.205141,11.00415,0.07697466,0.8470407,0.7028558
413,25.95953,0.04767851,1.237711,11.54034,0.07298768,0.8423023,0.6805321
414,26.22549,0.04904313,1.28618,12.05517,0.07178114,0.8653337,0.6727934
415,26.45921,0.04356582,1.152717,8.275421,0.1156538,0.9570842,0.8302855
416,26.45922,0.04324933,1.144343,8.497534,0.1102135,0.936543,0.8184109
417,26.4589,0.04324093,1.144107,9.002075,0.1015045,0.9137513,0.7986587
418,26.45885,0.04367028,1.155465,9.497672,0.09469479,0.8993801,0.7783704
419,26.45788,0.04453282,1.178244,10.00714,0.08891252,0.8897598,0.7551575
420,26.45726,0.04554189,1.204913,10.48849,0.08431497,0.8843368,0.7339422
421,26.45646,0.04670643,1.235687,10.99845,0.07986799,0.8784241,0.7108793
422,26.45497,0.04789617,1.267092,11.5084,0.07643105,0.8795992,0.6941875
423,26.7152,0.04933318,1.317946,12.05163,0.07436563,0.8962272,0.6800182
424,26.95988,0.04435633,1.195841,8.340687,0.1198527,0.9996536,0.8359419
425,26.9607,0.04397856,1.185693,8.49331,0.1151391,0.9779118,0.8247599
426,26.96051,0.04388393,1.183133,8.99694,0.1060394,0.95403,0.8063588
427,26.96101,0.04416522,1.190739,9.513515,0.09828698,0.9350546,0.7852725
428,26.96023,0.04489062,1.210262,9.999506,0.09246357,0.92459,0.7639588
429,26.95955,0.04589283,1.23725,10.50344,0.08714148,0.9152853,0.7397739
430,26.95815,0.04698973,1.266756,10.99206,0.08280692,0.9102189,0.7185432
431,26.95724,0.04818094,1.298825,11.50675,0.07923725,0.9117633,0.701991
432,27.22384,0.04951791,1.348068,12.00243,0.07811264,0.9375415,0.6954707
433,27.47513,0.04515165,1.240547,8.397943,0.12426,1.043529,0.841184
434,27.47537,0.04474374,1.229351,8.503961,0.1199271,1.019855,0.8295885
435,27.47509,0.04458848,1.225072,9.008103,0.1105246,0.9956171,0.8127006
436,27.47552,0.04471597,1.228594,9.504027,0.1025835,0.974956,0.7935541
437,27.47449,0.04532382,1.245249,10.01264,0.09595611,0.9607742,0.7715519
438,27.47412,0.04623049,1.270142,10.49759,0.09053331,0.9503816,0.7482482
439,27.47313,0.04733253,1.300373,11.0052,0.08579881,0.9442331,0.7261248
440,27.47216,0.04846549,1.331452,11.4967,0.08225852,0.9457014,0.7102784
441,27.73699,0.04984413,1.382526,12.01323,0.0808309,0.97104,0.7023662
442,27.96981,0.04572805,1.279005,8.192255,0.1324113,1.084747,0.8481178
443,27.96913,0.04548715,1.272236,8.50145,0.1247553,1.060601,0.8336509
444,27.96926,0.04530331,1.2671,9.007112,0.1152384,1.037965,0.8191658
445,27.96922,0.0452973,1.26693,9.503681,0.106748,1.014499,0.8007533
446,27.96866,0.04575551,1.279721,10.01289,0.09956946,0.9969779,0.7790591
447,27.96811,0.04658405,1.302868,10.49798,0.09374776,0.9841624,0.7553814
448,27.96752,0.04763835,1.332326,11.00461,0.08881985,0.9774282,0.7336252
449,27.96653,0.04875818,1.363597,11.49603,0.08504086,0.9776325,0.716951
450,28.23376,0.05013258,1.415431,12.01364,0.08358098,1.004112,0.7094036
451,28.46567,0.04644207,1.322004,8.214059,0.1368856,1.124386,0.8505162
452,28.4655,0.04623679,1.316153,8.501204,0.1295727,1.101524,0.8369267
453,28.46575,0.04604125,1.310599,9.004731,0.1200137,1.080691,0.824578
454,28.46507,0.0459342,1.30752,9.501242,0.1111897,1.05644,0.8079725
455,28.46475,0.04622938,1.315908,10.01026,0.1032997,1.034057,0.7858127
456,28.46465,0.04695336,1.336511,10.49488,0.09716963,1.019784,0.7630193
457,28.46373,0.04795265,1.364911,11.00236,0.091869,1.010776,0.7405434
458,28.46283,0.0490968,1.397434,11.51339,0.08778717,1.010728,0.7232742
459,28.72582,0.05041543,1.448225,12.01009,0.08630504,1.036532,0.7157258
460,28.96152,0.04715692,1.365736,8.258848,0.1410566,1.164965,0.8529941
461,28.96124,0.04698094,1.360626,8.496484,0.1345353,1.143077,0.8401108
462,28.96143,0.04678844,1.35506,9.002096,0.12499,1.125172,0.8303486
463,28.96116,0.04660127,1.349627,9.517914,0.1154704,1.099037,0.8143268
464,28.96193,0.04674843,1.353925,10.00684,0.1074107,1.074842,0.7938715
465,28.96066,0.04736783,1.371804,10.51059,0.1005002,1.056317,0.7700204
466,28.96027,0.04827815,1.398148,11.00004,0.09513689,1.046509,0.7484967
467,28.95921,0.04938591,1.430177,11.51112,0.09078994,1.045094,0.7307446
468,29.21679,0.05069582,1.481169,12.00749,0.08912266,1.070139,0.7224963
469,29.4559,0.04782238,1.408651,8.287127,0.1452137,1.203404,0.8542953
470,29.45569,0.04771521,1.405485,8.515865,0.1389617,1.18338,0.8419726
471,29.45664,0.04754253,1.400443,9.001387,0.1297718,1.168126,0.8341119
472,29.45605,0.04730867,1.393526,9.517695,0.1200505,1.142604,0.8199369
473,29.45638,0.04731607,1.39376,10.0064,0.1115522,1.116236,0.8008808
474,29.45557,0.04779156,1.407727,10.51152,0.1040351,1.093567,0.7768316
475,29.45541,0.04862572,1.43229,10.99965,0.09840908,1.082465,0.7557584
476,29.45397,0.04968888,1.463535,11.51075,0.0938076,1.079796,0.7378003
477,29.7232,0.05099473,1.515727,12.00811,0.09205919,1.105457,0.7293246
478,29.97122,0.04844438,1.451937,8.267928,0.149967,1.239916,0.8539738
479,29.97156,0.04846427,1.45255,8.497239,0.1442427,1.225665,0.8438022
480,29.97198,0.04833005,1.448547,9.001144,0.1349164,1.214402,0.8383587
481,29.97183,0.0480781,1.440989,9.517896,0.1251029,1.190717,0.8263191
482,29.97258,0.04796232,1.437555,10.00757,0.1161115,1.161994,0.8083133
483,29.97225,0.04827516,1.446915,10.51078,0.1080094,1.135263,0.7846093
484,29.97164,0.04901154,1.468956,10.99753,0.1019863,1.121598,0.7635337
485,29.97077,0.05001231,1.498907,11.50717,0.09711263,1.117492,0.7455376
486,30.22524,0.05129042,1.550265,12.00575,0.09509204,1.141652,0.7364234
487,30.46401,0.04903295,1.49374,8.315417,0.1536382,1.277565,0.8552795
488,30.46405,0.04917647,1.498115,8.513594,0.1486699,1.265715,0.8448719
489,30.46443,0.04908073,1.495216,9.01239,0.139583,1.257976,0.8413339
490,30.46437,0.04883292,1.487664,9.510242,0.1301151,1.237427,0.8317916
491,30.46444,0.04862296,1.481271,10.01825,0.1204009,1.206207,0.8143052
492,30.46415,0.04878026,1.486049,10.50132,0.1121478,1.1777,0.792504
493,30.46354,0.04942133,1.505549,11.00966,0.105253,1.1588,0.7696861
494,30.46269,0.05033123,1.533225,11.50321,0.1002772,1.153509,0.7523421
495,30.73325,0.05162935,1.586738,12.02125,0.09804829,1.178663,0.7428216
496,30.95984,0.04955366,1.534173,8.347047,0.1572181,1.312307,0.8553836
497,30.95927,0.04985761,1.543555,8.510607,0.1533031,1.304702,0.8452578
498,30.95898,0.04983358,1.542797,8.995503,0.1447582,1.302173,0.8440339
499,30.95966,0.04959292,1.53538,9.511439,0.1350269,1.2843,0.8364707
500,30.9602,0.0493255,1.527128,10.02148,0.1250275,1.25296,0.8204684
501,30.95986,0.04934084,1.527586,10.50556,0.1161906,1.220647,0.7990695
502,30.95961,0.04984201,1.543089,11.01294,0.1088627,1.198899,0.776947
503,30.95867,0.05068133,1.569026,11.50452,0.1035691,1.191513,0.7593966
504,31.23228,0.05194377,1.622322,12.02216,0.101086,1.215271,0.7490937
505,31.45676,0.04994863,1.571222,8.337825,0.1610918,1.343155,0.8548475
506,31.4561,0.05050943,1.58883,8.509724,0.1577665,1.342549,0.8449924
507,31.4564,0.05057837,1.591014,8.998209,0.1494974,1.345209,0.8455042
508,31.45639,0.05036077,1.584168,9.51525,0.1397787,1.330029,0.8395759
509,31.45669,0.0500777,1.575278,10.00459,0.1302144,1.302742,0.8269916
510,31.4563,0.04995083,1.571268,10.50763,0.1204929,1.266095,0.8057787
511,31.45596,0.05029819,1.582178,11.01502,0.1126242,1.240558,0.7840828
512,31.456,0.05105682,1.606044,11.50549,0.1069103,1.230056,0.7658921
513,31.72852,0.05226691,1.658352,12.02303,0.1042215,1.253058,0.7556047
514,31.95115,0.05024922,1.60552,8.338604,0.1646569,1.373009,0.85518
515,31.95095,0.05111444,1.633155,8.512469,0.1620943,1.379823,0.8448817
516,31.95121,0.05130715,1.639326,9.000569,0.154244,1.388284,0.8468626
517,31.95141,0.05113161,1.633727,9.516368,0.1446993,1.377011,0.8428649
518,31.95172,0.0508344,1.624246,10.00578,0.1350696,1.351477,0.8320639
519,31.95161,0.05061007,1.617073,10.50879,0.1249887,1.31348,0.8122579
520,31.95102,0.05078846,1.622743,10.99881,0.1167972,1.284631,0.7916413
521,31.95059,0.0514516,1.643909,11.50793,0.1103582,1.269994,0.7725452
522,32.23437,0.05261015,1.695855,12.02419,0.1074774,1.292328,0.762051
523,32.46769,0.05050419,1.639755,8.35494,0.1680595,1.404127,0.8563031
524,32.46667,0.05168366,1.677996,8.513261,0.1664178,1.416758,0.8443155
525,32.46693,0.05204089,1.689608,8.998734,0.1592202,1.43278,0.8479956
526,32.46697,0.05193036,1.686022,9.515102,0.1498325,1.425672,0.8455832
527,32.46695,0.05162536,1.676118,10.02453,0.1397497,1.400925,0.835815
528,32.46705,0.05133995,1.666857,10.50718,0.1299793,1.365716,0.8193361
529,32.46721,0.05136807,1.667778,11.0146,0.1208,1.330564,0.7978064
530,32.46654,0.05187831,1.684309,11.50396,0.114163,1.313327,0.7797425
531,32.73503,0.05296711,1.73388,12.02102,0.1108201,1.33217,0.7683173
532,32.96321,0.05072879,1.672184,8.37603,0.1710802,1.432973,0.8569469
533,32.96286,0.05215239,1.719092,8.511819,0.1703107,1.449654,0.8432671
534,32.96228,0.05273743,1.738346,9.015724,0.163599,1.474964,0.8484869
535,32.96239,0.05269139,1.736835,9.5131,0.1548157,1.472778,0.8479666
536,32.96247,0.05240325,1.727341,10.02224,0.1447991,1.451212,0.8401424
537,32.96311,0.05207688,1.716616,10.50564,0.1348492,1.416678,0.8252738
538,32.96267,0.05196165,1.712795,11.01238,0.1251756,1.378481,0.8048141
539,32.96255,0.05232748,1.724847,11.50114,0.117985,1.356962,0.7867142
540,33.22252,0.05332514,1.771596,12.01285,0.1142437,1.372392,0.7746645
541,33.46056,0.05086453,1.701955,8.277017,0.1754607,1.452291,0.8533073
542,33.45887,0.0524631,1.755356,8.503082,0.1741282,1.480626,0.8434904
543,33.45826,0.05337247,1.78575,9.008719,0.1681643,1.514945,0.8483524
544,33.45835,0.05344392,1.788145,9.524759,0.1595877,1.520035,0.8500621
545,33.45822,0.05319048,1.779659,10.01439,0.1499657,1.501816,0.8438785
546,33.45862,0.05283672,1.767844,10.51686,0.139502,1.467124,0.8298943
547,33.4584,0.05261303,1.760348,11.00414,0.129886,1.429283,0.8119321
548,33.45842,0.05282932,1.767585,11.51352,0.1217628,1.401919,0.7931266
549,33.71602,0.05372117,1.811264,12.00978,0.1178087,1.414857,0.7811434
550,33.95727,0.05106703,1.734097,8.311389,0.1783417,1.482268,0.8547778
551,33.95627,0.05273753,1.79077,8.508971,0.1775335,1.510628,0.8435632
552,33.95564,0.05397384,1.832716,9.013386,0.1724527,1.554383,0.8481307
553,33.95465,0.05417713,1.839566,9.510085,0.1645778,1.565149,0.8508251
554,33.95528,0.05396795,1.832497,10.01921,0.1549237,1.552213,0.8470481
555,33.95555,0.05362469,1.820856,10.50271,0.1448051,1.520845,0.8352363
556,33.95499,0.05330626,1.810014,11.00892,0.1344513,1.480163,0.8177637
557,33.95473,0.05336659,1.812048,11.51909,0.1256984,1.447932,0.7990581
558,34.229,0.05417742,1.854439,12.01821,0.1215022,1.460239,0.7874292
559,34.47123,0.05120396,1.765063,8.245485,0.182406,1.504026,0.8521088
560,34.4697,0.05293465,1.824642,8.505924,0.1810178,1.539724,0.8438501
561,34.46843,0.05451408,1.879015,9.011118,0.1766892,1.592167,0.8473415
562,34.46808,0.05490681,1.892532,9.50811,0.1695519,1.612118,0.8518311
563,34.46854,0.0547727,1.887935,10.01744,0.1601095,1.603888,0.849546
564,34.46875,0.05442588,1.875992,10.5211,0.1495815,1.573761,0.8388956
565,34.46897,0.05406542,1.86358,11.00921,0.1394746,1.535505,0.8239545
566,34.46871,0.05396914,1.860247,11.5187,0.1301712,1.499403,0.8060234
567,34.73063,0.0546408,1.897709,12.01727,0.1253437,1.506288,0.7937403
568,34.9981,0.06814664,2.385003,8.049761,0.2614067,2.104261,0.8822888
569,34.95381,0.07059916,2.46771,8.533329,0.2567516,2.190946,0.8878459
570,34.95294,0.07210698,2.520351,9.017777,0.2496631,2.251406,0.8932908
571,34.95219,0.07324972,2.560238,9.533885,0.2403778,2.291734,0.8951256
572,34.95103,0.0741541,2.591762,10.02298,0.2308065,2.313369,0.8925855
573,34.95069,0.07507923,2.624071,10.52602,0.2206623,2.322697,0.8851501
574,34.94986,0.07626156,2.665331,11.01336,0.2121132,2.336078,0.8764684
575,34.94852,0.0779392,2.72386,11.52162,0.2050714,2.362755,0.8674288
576,30.04996,0.077296,2.322742,12.03428,0.1624411,1.954863,0.8416187
577,24.91328,0.05683873,1.416039,8.030443,0.1524883,1.224549,0.8647704
578,24.91219,0.05842286,1.455441,8.510621,0.1457859,1.240729,0.852476
579,24.91065,0.06039565,1.504495,8.99719,0.1405819,1.264842,0.8407088
580,24.90896,0.06273614,1.562692,9.513178,0.1361342,1.295069,0.8287423
581,24.90698,0.06511026,1.6217,10.00238,0.1323787,1.324102,0.8164903
582,24.90496,0.06762225,1.684129,10.50885,0.1286802,1.352282,0.802956
583,24.90312,0.07014754,1.746893,11.01734,0.125303,1.380506,0.7902641
584,24.90142,0.07254587,1.806496,11.50799,0.1225966,1.41084,0.7809818
585,25.19915,0.07522029,1.895487,12.02775,0.1225492,1.473991,0.7776319
586,25.45412,0.05869072,1.493921,8.329946,0.1568189,1.306293,0.8744054
587,25.45379,0.05891087,1.499505,8.512643,0.1510593,1.285914,0.857559
588,25.45263,0.06077307,1.546835,8.99826,0.1453421,1.307826,0.845485
589,25.45093,0.06304827,1.604637,9.516529,0.1406461,1.338462,0.8341214
590,25.44896,0.06539068,1.664125,10.00798,0.1367393,1.368485,0.8223449
591,25.44711,0.06788621,1.727508,10.51297,0.1328326,1.396465,0.80837
592,25.44493,0.07031737,1.789221,11.00202,0.1295625,1.42545,0.7966875
593,25.4435,0.07283884,1.853275,11.51392,0.1266129,1.457811,0.7866131
594,25.70108,0.07540055,1.937875,12.01196,0.1262387,1.516375,0.7824938
595,25.95069,0.0591104,1.533956,8.293399,0.1624552,1.347305,0.878321
596,25.95052,0.05939794,1.541407,8.514788,0.1559536,1.327912,0.8614933
597,25.94919,0.06115321,1.586876,9.001452,0.1498371,1.348751,0.8499411
598,25.94718,0.06334877,1.643722,9.517724,0.1449231,1.379338,0.8391552
599,25.94532,0.06563508,1.702923,10.00855,0.1407643,1.408847,0.8273108
600,25.94364,0.06810259,1.766829,10.51141,0.1368372,1.438353,0.8140872
601,25.94177,0.07053787,1.829877,11.00135,0.1333782,1.467339,0.8018787
602,25.93952,0.07307389,1.895502,11.51264,0.1303563,1.500744,0.7917399
603,26.19455,0.07563943,1.981341,12.01128,0.1299625,1.561016,0.7878584
604,26.44627,0.05983265,1.58235,8.32505,0.1676867,1.396001,0.8822323
605,26.44668,0.05992142,1.584722,8.515083,0.1611846,1.372501,0.8660827
606,26.44498,0.0615476,1.627625,9.001606,0.1544941,1.390695,0.8544322
607,26.4439,0.06364643,1.68306,9.515692,0.1491428,1.419197,0.8432245
608,26.44188,0.06589348,1.742347,10.00891,0.144922,1.450512,0.8325047
609,26.44005,0.06834075,1.806933,10.51292,0.1407645,1.479846,0.8189827
610,26.43838,0.07075756,1.870715,11.00163,0.1372316,1.509772,0.8070561
611,26.4367,0.0732999,1.937807,11.51277,0.1340981,1.543841,0.7966948
612,26.69043,0.07587093,2.025028,12.01004,0.1335871,1.604387,0.7922788
613,26.94321,0.06048226,1.629586,8.335417,0.1731506,1.443282,0.885674
614,26.94324,0.06047949,1.629513,8.514502,0.1664394,1.417148,0.8696758
615,26.94179,0.06197696,1.66977,9.001127,0.1593138,1.434004,0.8588032
616,26.94049,0.0639842,1.723766,9.51729,0.1535774,1.461641,0.8479346
617,26.93842,0.06615802,1.782192,10.00727,0.1490575,1.491659,0.83698
618,26.93635,0.06856167,1.846801,10.51166,0.1447932,1.522017,0.8241372
619,26.93414,0.0709642,1.911359,10.99921,0.1410869,1.551845,0.8119063
620,26.93274,0.07351269,1.979898,11.51105,0.1378801,1.587146,0.80163
621,27.21831,0.07623287,2.07493,12.03254,0.1374287,1.653616,0.7969502
622,27.46436,0.0610332,1.676238,8.312109,0.1791562,1.489166,0.8883978
623,27.46477,0.06109496,1.677959,8.515033,0.1721421,1.465795,0.8735586
624,27.46364,0.06245894,1.71535,9.000716,0.1644754,1.480397,0.8630288
625,27.46232,0.06435295,1.767281,9.516484,0.1582675,1.50615,0.8522413
626,27.46062,0.06646794,1.825251,10.00952,0.1534047,1.535508,0.8412584
627,27.45859,0.06882451,1.889824,10.51482,0.1488918,1.565571,0.8284214
628,27.4567,0.07121789,1.955408,11.00361,0.145131,1.596964,0.8166909
629,27.45477,0.07375205,2.024845,11.51351,0.1418194,1.632839,0.8064018
630,27.70988,0.07636047,2.115939,12.01319,0.141142,1.695566,0.80133
631,27.95937,0.06166654,1.724157,8.31508,0.1847173,1.535939,0.8908346
632,27.95909,0.06171758,1.725567,8.514864,0.177742,1.513449,0.8770735
633,27.95819,0.06296796,1.76047,9.001605,0.1695796,1.526488,0.8670913
634,27.95643,0.06474032,1.809908,9.519036,0.1628397,1.550077,0.8564396
